bibid,description,score,score_cat
(OCoLC)ocn731484478,"While on assignment in Berlin, a homophobic Israeli intelligence agent is tasked with offing a Nazi war criminal. However, he has a crisis of consciousness after he befriends a target's gay grandson.",0.8502539,.75-1
(OCoLC)ocn150435098,"In The agony of love, a bored housewife secretly rents an apartment where she indulges all her sexual fantasies ; In The girl with hungry eyes, a young woman begins to question her sexual identity after having a physical encounter with a lesbian.",0.850096,.75-1
(OCoLC)ocn908375494,"""In the world of early Byzantine Christianity, monastic rules acknowledged but discouraged the homosexual impulses of adult males. Canonical prohibitions of anal sex distinguish among eight possible sexual pairings, the most offensive being a husband-wife, the least offensive being two unrelated males. Other forms of male-male sex were considered little more than masturbation""--",0.84980744,.75-1
(OCoLC)ocm41623631,"Consenting adults presents a study of homosexuality in men and women, using filmed interviews with practicing homosexuals, to provide insight and bases for understanding and discussion. ""The male nudists"" features two burly young men entertaining one another. ""Gay-in III"" presents footage from an event sponsored by the Gay Liberation Front. ""Caught in the can"" is a short about 2 guys who dress in drag to roll a couple of suckers.",0.84959424,.75-1
(VaAlASP)3153142,"Letter from Dick O'Neil, Chair of the California Democratic Party, to Democratic State Central Committee members.",0.84817624,.75-1
(VaAlASP)3367933,"A group of young people have come together on a project: to find their inner idiot.They and their mates appear as ""idiots"" when they go out, and they enjoy life together in Stoffer's uncle's large villa in Søllerød. They challenge each other and the community every day with their idiot-play. At the end of the film comes the ultimate challenge: they must dare to be idiots when they are with their loved ones. But this challenge is so great that it will also become the collective final - but only after we find out that one of the girls is carrying a secret that might have driven her inner idiot.",0.84612966,.75-1
(VaAlASP)3174448,"Guide to the gay sex scene in New York, NY for gay and lesbian travelers.",0.8435013,.75-1
(OCoLC)ocn671238336,"When newspaper magnate Richard Jewell is found dead at his country estate, clutching a shotgun in his lifeless hands, few see his demise as cause for sorrow. But before long Doctor Quirke and Inspector Hackett realize that, rather than the suspected suicide, ""Diamond Dick"" has in fact been murdered.",0.8419472,.75-1
(OCoLC)1050979530,"Heidi Schoeneck is the EVP and executive creative director of Geometry Global, where she leads the Unilever Shopper Team. She is also a mother, wife, and noted blogger of Surviving Marketing in Heels: A Woman's Perspective on Kicking Ass in a Madmen World.",0.8411506,.75-1
(OCoLC)ocm45744048,"Aylmer's the kind of guy who's only interested in your mind ... for lunch! He's a mutant parasite that lives on human brains. Aylmer sees Brian as his ticket to a cerebral smorgasbord. And Brian sees Aylmer as a ticket to parasital paradise. Because everytime Aylmer sucks the brains out of another vitim, he delivers a mind-blowing injection that sends Brian tripping to euphoria.",0.8410925,.75-1
(CKB)3710000000508476," Николай Эдуардович Гейнце, автор целой библиотеки исторической остросюжетной беллетристики, был известен всей читающей дореволюционной России. В своих романах, обращены они к личностям государей или «простых смертных», попавших в их силовое поле, он ищет тот государственный стержень, который позволяет человеку оставаться Человеком в любых обстоятельствах. Николай Гейнце - Сцена из жизни ",0.8390487,.75-1
(OCoLC)ocm54020095,"When Queen Elizabeth I asks her court alchemist to show her England in the future, she's transported 400 years to a post-apocalyptic wasteland of roving girl gangs, an all-powerful media mogul, fascistic police, scattered filth, and twisted sex.",0.83840954,.75-1
(VaAlASP)3261812,Black and white engraving image of dog performers on a stage during a Christmas Soiree at the Hanover Square Rooms of the Association in Aid of the Deaf and Dumb.,0.8382884,.75-1
(VaAlASP)3261726,Black and white engraving image of dog performers on a stage during a Christmas Soiree at the Hanover Square Rooms of the Association in Aid of the Deaf and Dumb.,0.8382884,.75-1
(CKB)2550000001233607,"SERIOUS NEWS As long as I can't be at home, said Harry Fleming, I'd rather be here than anywhere in the world I can think of! Rather! said his companion, Dick Mercer. I say, Harry, it must be funny to be an American!",0.83682483,.75-1
(OCoLC)893680248,"Elisheva Baumgarten offers a fresh assessment of Jewish daily practices in medieval Ashkenaz. The first study to address the practices of men and women together, Baumgarten explores how Jews who were not learned alongside those who were expressed their convictions and reinforced their identities ass Jews within a Christian world.",0.8346981,.75-1
(OCoLC)ocm40548090,The good doctor (Simon Yam) is really a necrophile rapist who photographs his vitims in this compelling serial killer story.,0.83202696,.75-1
(OCoLC)ocm00847622,"Breath -- Taking off the robe -- Dick and Jane -- Suite for five letters -- Will answer all sincere replies -- Jack and Jill -- Delicious indignities -- Was it good for you too? -- Much too soon -- One on one -- Rock garden -- Who: Whom -- Four in hand -- Coming together, going together -- Bang, bang, you're almost dead! -- I'll shoot your dog if you don't -- St. Dominic's, 1917 -- Bath -- The empress' new clothes -- Love is a merry, splendid thing.",0.82734597,.75-1
(CKB)3790000000023287,"Extrait : """"LISETTE : Que voulez-vous donc faire, Monsieur, de quatre médecins ? N'est-ce pas assez d'un pour tuer une personne ?  SGANARELLE : Taisez-vous. Quatre conseils valent mieux qu'un.  LISETTE : Est-ce que votre fille ne peut pas bien mourir, sans le secours de ces messieurs-là ? """"",0.82441336,.75-1
(VaAlASP)3181105,"Document (signed off in 1928 and 1929) clarifying whether the Minister's approval is needed in order to send a deaf, dumb, or blind child to a certified school.",0.8242547,.75-1
(OCoLC)ocm41565087,"An eco-terrorist in Florida strikes at a polluter by kidnaping his wife. In the process, Twilly Spree discovers a conspiracy by state politicians to turn a wildlife sanctuary into a golf course. He also discovers that the polluter's wife fancies him. A comedy by the author of Kick Ass.",0.82422894,.75-1
(VaAlASP)3172518,Flyer by the Gay Atheist League of America.,0.8206441,.75-1
(OCoLC)ocm00968229,"The novel is set in the midst of the port town of Brest, where sailors and the sea are associated with murder. Its protagonist, Georges Querelle, is a bisexual thief, prostitute and serial killer who manipulates and kills his lovers for thrills and profit.",0.81952494,.75-1
(OCoLC)ocm44169174,Fugitive lovers kill people.,0.81952006,.75-1
(YBPDDA)ebs699248,"A woman poisons her husband, who sputters and keels over but will not die. A man has his restaurant burned down, then retraces the steps, certain he has made a mistake. A tightrope walker slips off the cable and dangles over the crowd by her fingers. Despite their best efforts, people always screw up. Riedel writes about fools and low-lifes who cannot help but make mistakes. His stories are taut and perversely funny, often punctuated with moments of heartbreak, and his characters are classic scumbags who put their own interests before all others—to hell with everyone else.",0.81910294,.75-1
(YBPDDA)ebc5972401,The hilarious guide to the shittest towns in Australia.,0.8186867,.75-1
(YBPDDA)ebc4012688,"Gluten Is My Bitch is a look at what living a gluten-free life entails. As an antidote to the tragic news that, no, you will never eat regular donuts again, April provides 40 gluten-free comfort food recipes and a bonus 20 new recipes that will make even the most frustrated gluten-intolerant smile with relief. April addresses the challenges of sustaining a gluten-free lifestyle once you've transitioned from the gluten-filled world.",0.81619143,.75-1
(YBPDDA)ebc4548263,"Confessions of the Whore Next Door features striking images of and probing words by the quintessentially American whore! Wrapped in the American flag, stating opinions that your mother likely won't approve, constructing arguments that will make you blush, Siouxsie Q is a storyteller of the first order, and her stories embody sex appeal, political activism, and good humor!",0.81570536,.75-1
(OCoLC)890139758,"This portrait of Jason Holliday, a black gay prostitute who dreams of a career as a nightclub performer, is drawn from twelve consecutive hours of filming in a New York City apartment.",0.814024,.75-1
(CKB)3780000000330607,Bigotry surfaces at Minitown High when a popular male teacher sexually assaults a delinquent fifteen-year-old girl and the only witnesses are a black boy and a gay student teacher.,0.81255996,.75-1
(VaAlASP)3172642,Postcard with a message to Anita (Bryant) from Gay Pride/San Francisco.,0.81090516,.75-1
(CKB)3710000001018654,"""Damn the Torpedoes! offers concrete advice for leading in the work place--giving step-by-step recommendations to encourage readers into adopting this different way of approaching leadership. Providing a fresh and unconventional perspective, Captain Fraser gives personal and historic examples about the leadership traits of ship captains and suggests how leaders in any organization may adapt them to make their careers and businesses successful""--",0.8100191,.75-1
(VaAlASP)3261830,Sepia photograph of girls posing in the girl's gymnasium at the Deaf and Dumb Institution in Derby.,0.808421,.75-1
(OCoLC)ocn946966847,"Laura and Jake just want sex. Late Friday night drunken sex. Nothing more. No strings attached. But getting your leg over is sometimes more difficult than you think. Containing strong language and scenes of a sexual nature, Wendy Hoose is about two twenty year olds searching for love in all the wrong places!",0.80756086,.75-1
(DeGFP-SMU)538,Clippings and minutes from Spectrum (formerly the Gay Lesbian Bisexual Transgender Straight Student organization),0.80739874,.75-1
(OCoLC)ocn301666740,"Moby Dick is the epic saga of the fanatic Captain Ahab, who swears vengeance on the mammoth white whale who has crippled him. The first American novel to win a place in the literature of the world, it is a drama of heroic conflict between man and his fate.",0.8040919,.75-1
(OCoLC)1131751070,"Having survived a vigilante slaughter, four hard-luck strangers - gambler Stubby Preston, a pregnant prostitute, the town drunk and a madman who sees dead people - escape into the lawless frontier. But when they meet a sadistic bandit, the four are plunged into a nightmare of torture and brutality. In a land that screams with the pain of the damned, can four lost souls find redemption and revenge'",0.80336547,.75-1
